# OpenSignals Text File Format. Version 1
# {"98:D3:B1:FD:3D:AC": {"position": 0, "device": "bitalino_rev", "device name": "98:D3:B1:FD:3D:AC", "device connection": "BTH98:D3:B1:FD:3D:AC", "sampling rate": 1000, "resolution": [4, 1, 1, 1, 1, 10, 10], "firmware version": 1281, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2023-3-12", "time": "9:29:42.849", "channels": [2, 3], "sensor": ["ECGBIT", "EDABITREV"], "label": ["A2", "A3"], "column": ["nSeq", "I1", "I2", "O1", "O2", "A2", "A3"], "special": [{}, {}], "digital IO": [0, 0, 1, 1]}}
# EndOfHeader
0	0	0	0	0	505	601	
1	0	0	0	0	507	601	
2	0	0	0	0	508	601	
3	0	0	0	0	508	601	
4	0	0	0	0	507	601	
5	0	0	0	0	507	601	
6	0	0	0	0	507	601	
7	0	0	0	0	507	601	
8	0	0	0	0	506	601	
9	0	0	0	0	507	601	
10	0	0	0	0	507	601	
11	0	0	0	0	508	601	
12	0	0	0	0	509	601	
13	0	0	0	0	511	601	
14	0	0	0	0	512	601	
15	0	0	0	0	513	601	
0	0	0	0	0	514	601	
1	0	0	0	0	515	601	
2	0	0	0	0	515	601	
3	0	0	0	0	515	601	
4	0	0	0	0	515	601	
5	0	0	0	0	515	601	
6	0	0	0	0	515	601	
7	0	0	0	0	515	601	
8	0	0	0	0	515	601	
9	0	0	0	0	515	601	
10	0	0	0	0	515	601	
11	0	0	0	0	514	601	
12	0	0	0	0	513	601	
13	0	0	0	0	513	601	
14	0	0	0	0	514	601	
15	0	0	0	0	515	601	
0	0	0	0	0	515	601	
1	0	0	0	0	515	601	
2	0	0	0	0	515	601	
3	0	0	0	0	516	601	
4	0	0	0	0	516	601	
5	0	0	0	0	518	601	
6	0	0	0	0	518	601	
7	0	0	0	0	516	601	
8	0	0	0	0	516	601	
9	0	0	0	0	516	601	
10	0	0	0	0	517	601	
11	0	0	0	0	517	601	
12	0	0	0	0	516	601	
13	0	0	0	0	515	601	
14	0	0	0	0	515	601	
15	0	0	0	0	516	601	
0	0	0	0	0	516	601	
1	0	0	0	0	516	601	
2	0	0	0	0	516	601	
3	0	0	0	0	517	601	
4	0	0	0	0	516	601	
5	0	0	0	0	516	601	
6	0	0	0	0	515	601	
7	0	0	0	0	515	601	
8	0	0	0	0	513	602	
9	0	0	0	0	513	601	
10	0	0	0	0	512	601	
11	0	0	0	0	512	601	
12	0	0	0	0	510	601	
13	0	0	0	0	509	601	
14	0	0	0	0	510	601	
15	0	0	0	0	511	602	
0	0	0	0	0	511	601	
1	0	0	0	0	511	601	
2	0	0	0	0	510	602	
3	0	0	0	0	509	601	
4	0	0	0	0	508	602	
5	0	0	0	0	508	601	
6	0	0	0	0	507	601	
7	0	0	0	0	507	601	
8	0	0	0	0	507	601	
9	0	0	0	0	506	602	
10	0	0	0	0	505	602	
11	0	0	0	0	504	602	
12	0	0	0	0	504	601	
13	0	0	0	0	505	601	
14	0	0	0	0	505	601	
15	0	0	0	0	507	601	
0	0	0	0	0	509	602	
1	0	0	0	0	510	602	
2	0	0	0	0	511	602	
3	0	0	0	0	512	601	
4	0	0	0	0	512	602	
5	0	0	0	0	512	602	
6	0	0	0	0	512	602	
7	0	0	0	0	512	602	
8	0	0	0	0	513	602	
9	0	0	0	0	513	602	
10	0	0	0	0	513	602	
11	0	0	0	0	513	602	
12	0	0	0	0	513	602	
13	0	0	0	0	515	602	
14	0	0	0	0	514	602	
15	0	0	0	0	515	602	
0	0	0	0	0	514	602	
1	0	0	0	0	514	602	
2	0	0	0	0	515	602	
3	0	0	0	0	515	602	
4	0	0	0	0	514	602	
5	0	0	0	0	513	602	
6	0	0	0	0	512	602	
7	0	0	0	0	512	602	
8	0	0	0	0	512	602	
9	0	0	0	0	511	602	
10	0	0	0	0	512	602	
11	0	0	0	0	511	601	
12	0	0	0	0	511	602	
13	0	0	0	0	510	602	
14	0	0	0	0	510	602	
15	0	0	0	0	508	602	
0	0	0	0	0	508	602	
1	0	0	0	0	509	602	
2	0	0	0	0	508	602	
3	0	0	0	0	509	602	
4	0	0	0	0	508	602	
5	0	0	0	0	508	602	
6	0	0	0	0	507	602	
7	0	0	0	0	507	602	
8	0	0	0	0	507	602	
9	0	0	0	0	507	602	
10	0	0	0	0	507	602	
11	0	0	0	0	506	602	
12	0	0	0	0	506	601	
13	0	0	0	0	505	602	
14	0	0	0	0	504	602	
15	0	0	0	0	504	602	
0	0	0	0	0	503	602	
1	0	0	0	0	504	602	
2	0	0	0	0	505	602	
3	0	0	0	0	505	602	
4	0	0	0	0	505	602	
5	0	0	0	0	505	602	
6	0	0	0	0	505	602	
7	0	0	0	0	505	602	
8	0	0	0	0	507	602	
9	0	0	0	0	509	602	
10	0	0	0	0	510	602	
11	0	0	0	0	511	602	
12	0	0	0	0	512	602	
13	0	0	0	0	513	602	
14	0	0	0	0	512	602	
15	0	0	0	0	512	602	
0	0	0	0	0	512	602	
1	0	0	0	0	513	602	
2	0	0	0	0	513	602	
3	0	0	0	0	515	602	
4	0	0	0	0	515	602	
5	0	0	0	0	516	602	
6	0	0	0	0	517	602	
7	0	0	0	0	518	602	
8	0	0	0	0	518	602	
9	0	0	0	0	518	602	
10	0	0	0	0	518	602	
11	0	0	0	0	519	602	
12	0	0	0	0	519	602	
13	0	0	0	0	519	602	
14	0	0	0	0	520	602	
15	0	0	0	0	519	602	
0	0	0	0	0	519	603	
1	0	0	0	0	519	602	
2	0	0	0	0	518	602	
3	0	0	0	0	518	602	
4	0	0	0	0	516	602	
5	0	0	0	0	514	602	
6	0	0	0	0	513	602	
7	0	0	0	0	513	602	
8	0	0	0	0	514	603	
9	0	0	0	0	514	602	
10	0	0	0	0	513	603	
11	0	0	0	0	512	602	
12	0	0	0	0	511	602	
13	0	0	0	0	509	603	
14	0	0	0	0	507	603	
15	0	0	0	0	507	603	
0	0	0	0	0	507	603	
1	0	0	0	0	507	603	
2	0	0	0	0	508	602	
3	0	0	0	0	509	602	
4	0	0	0	0	510	603	
5	0	0	0	0	511	602	
6	0	0	0	0	511	602	
7	0	0	0	0	513	602	
8	0	0	0	0	518	603	
9	0	0	0	0	522	603	
10	0	0	0	0	526	603	
11	0	0	0	0	529	602	
12	0	0	0	0	532	603	
13	0	0	0	0	534	602	
14	0	0	0	0	537	603	
15	0	0	0	0	542	603	
0	0	0	0	0	547	603	
1	0	0	0	0	553	603	
2	0	0	0	0	557	602	
3	0	0	0	0	563	603	
4	0	0	0	0	568	603	
5	0	0	0	0	574	603	
6	0	0	0	0	579	603	
7	0	0	0	0	584	603	
8	0	0	0	0	588	603	
9	0	0	0	0	592	603	
10	0	0	0	0	595	603	
11	0	0	0	0	598	603	
12	0	0	0	0	599	603	
13	0	0	0	0	599	603	
14	0	0	0	0	597	603	
15	0	0	0	0	592	603	
0	0	0	0	0	587	603	
1	0	0	0	0	577	603	
2	0	0	0	0	568	603	
3	0	0	0	0	556	603	
4	0	0	0	0	540	603	
5	0	0	0	0	524	603	
6	0	0	0	0	505	602	
7	0	0	0	0	486	603	
8	0	0	0	0	468	603	
9	0	0	0	0	449	603	
10	0	0	0	0	432	603	
11	0	0	0	0	415	603	
12	0	0	0	0	400	603	
13	0	0	0	0	387	603	
14	0	0	0	0	376	603	
15	0	0	0	0	369	603	
0	0	0	0	0	364	603	
1	0	0	0	0	363	603	
2	0	0	0	0	365	603	
3	0	0	0	0	368	603	
4	0	0	0	0	372	603	
5	0	0	0	0	378	603	
6	0	0	0	0	384	603	
7	0	0	0	0	391	603	
8	0	0	0	0	398	603	
9	0	0	0	0	405	603	
10	0	0	0	0	412	603	
11	0	0	0	0	418	603	
12	0	0	0	0	424	603	
13	0	0	0	0	431	603	
14	0	0	0	0	436	603	
15	0	0	0	0	442	603	
0	0	0	0	0	448	603	
1	0	0	0	0	453	603	
2	0	0	0	0	458	603	
3	0	0	0	0	464	603	
4	0	0	0	0	469	603	
5	0	0	0	0	475	603	
6	0	0	0	0	479	603	
7	0	0	0	0	483	603	
8	0	0	0	0	487	603	
9	0	0	0	0	491	603	
10	0	0	0	0	495	603	
11	0	0	0	0	498	603	
12	0	0	0	0	502	603	
13	0	0	0	0	505	603	
14	0	0	0	0	507	603	
15	0	0	0	0	509	603	
0	0	0	0	0	511	603	
1	0	0	0	0	512	603	
2	0	0	0	0	514	603	
3	0	0	0	0	514	603	
4	0	0	0	0	516	603	
5	0	0	0	0	516	603	
6	0	0	0	0	517	603	
7	0	0	0	0	518	603	
8	0	0	0	0	519	603	
9	0	0	0	0	520	603	
10	0	0	0	0	521	603	
11	0	0	0	0	523	603	
12	0	0	0	0	524	603	
13	0	0	0	0	524	603	
14	0	0	0	0	524	603	
15	0	0	0	0	524	603	
0	0	0	0	0	526	603	
1	0	0	0	0	527	603	
2	0	0	0	0	527	603	
3	0	0	0	0	528	603	
4	0	0	0	0	527	603	
5	0	0	0	0	527	603	
6	0	0	0	0	527	603	
7	0	0	0	0	527	603	
8	0	0	0	0	527	603	
9	0	0	0	0	527	603	
10	0	0	0	0	526	603	
11	0	0	0	0	526	603	
12	0	0	0	0	528	603	
13	0	0	0	0	529	603	
14	0	0	0	0	530	603	
15	0	0	0	0	530	603	
0	0	0	0	0	529	603	
1	0	0	0	0	529	603	
2	0	0	0	0	529	603	
3	0	0	0	0	527	603	
4	0	0	0	0	527	603	
5	0	0	0	0	525	603	
6	0	0	0	0	524	603	
7	0	0	0	0	524	603	
8	0	0	0	0	524	603	
9	0	0	0	0	524	603	
10	0	0	0	0	525	603	
11	0	0	0	0	526	603	
12	0	0	0	0	526	603	
13	0	0	0	0	526	603	
14	0	0	0	0	525	603	
15	0	0	0	0	525	603	
0	0	0	0	0	525	603	
1	0	0	0	0	526	604	
2	0	0	0	0	526	603	
3	0	0	0	0	526	604	
4	0	0	0	0	526	603	
5	0	0	0	0	526	603	
6	0	0	0	0	526	604	
7	0	0	0	0	527	603	
8	0	0	0	0	528	603	
9	0	0	0	0	529	603	
10	0	0	0	0	529	603	
11	0	0	0	0	531	603	
12	0	0	0	0	532	603	
13	0	0	0	0	533	604	
14	0	0	0	0	533	603	
15	0	0	0	0	534	603	
0	0	0	0	0	535	604	
1	0	0	0	0	535	604	
2	0	0	0	0	535	604	
3	0	0	0	0	535	604	
4	0	0	0	0	534	603	
5	0	0	0	0	534	604	
6	0	0	0	0	534	604	
7	0	0	0	0	533	603	
8	0	0	0	0	533	604	
9	0	0	0	0	532	604	
10	0	0	0	0	532	604	
11	0	0	0	0	532	604	
12	0	0	0	0	534	604	
13	0	0	0	0	535	604	
14	0	0	0	0	535	604	
15	0	0	0	0	535	604	
0	0	0	0	0	536	604	
1	0	0	0	0	536	604	
2	0	0	0	0	536	604	
3	0	0	0	0	537	604	
4	0	0	0	0	536	604	
5	0	0	0	0	536	604	
6	0	0	0	0	535	604	
7	0	0	0	0	534	604	
8	0	0	0	0	535	604	
9	0	0	0	0	536	604	
10	0	0	0	0	537	604	
11	0	0	0	0	538	604	
12	0	0	0	0	539	604	
13	0	0	0	0	540	604	
14	0	0	0	0	541	604	
15	0	0	0	0	541	604	
0	0	0	0	0	541	604	
1	0	0	0	0	541	604	
2	0	0	0	0	542	604	
3	0	0	0	0	543	604	
4	0	0	0	0	543	604	
5	0	0	0	0	544	604	
6	0	0	0	0	544	604	
7	0	0	0	0	544	604	
8	0	0	0	0	544	604	
9	0	0	0	0	544	604	
10	0	0	0	0	544	604	
11	0	0	0	0	544	604	
12	0	0	0	0	542	603	
13	0	0	0	0	542	604	
14	0	0	0	0	542	604	
15	0	0	0	0	543	604	
0	0	0	0	0	543	604	
1	0	0	0	0	543	604	
2	0	0	0	0	542	604	
3	0	0	0	0	543	604	
4	0	0	0	0	543	604	
5	0	0	0	0	543	604	
6	0	0	0	0	544	604	
7	0	0	0	0	545	604	
8	0	0	0	0	544	604	
9	0	0	0	0	544	604	
10	0	0	0	0	544	604	
11	0	0	0	0	545	604	
12	0	0	0	0	547	604	
13	0	0	0	0	547	604	
14	0	0	0	0	548	604	
15	0	0	0	0	549	604	
0	0	0	0	0	550	604	
1	0	0	0	0	551	604	
2	0	0	0	0	552	604	
3	0	0	0	0	553	604	
4	0	0	0	0	553	604	
5	0	0	0	0	554	604	
6	0	0	0	0	555	604	
7	0	0	0	0	556	604	
8	0	0	0	0	556	604	
9	0	0	0	0	556	604	
10	0	0	0	0	556	604	
11	0	0	0	0	555	604	
12	0	0	0	0	554	604	
13	0	0	0	0	553	604	
14	0	0	0	0	553	604	
15	0	0	0	0	553	604	
0	0	0	0	0	553	604	
1	0	0	0	0	552	604	
2	0	0	0	0	553	604	
3	0	0	0	0	553	604	
4	0	0	0	0	553	604	
5	0	0	0	0	552	604	
6	0	0	0	0	553	604	
7	0	0	0	0	553	604	
8	0	0	0	0	553	604	
9	0	0	0	0	553	604	
10	0	0	0	0	552	604	
11	0	0	0	0	551	604	
12	0	0	0	0	551	604	
13	0	0	0	0	550	604	
14	0	0	0	0	548	604	
15	0	0	0	0	547	604	
0	0	0	0	0	545	604	
1	0	0	0	0	545	604	
2	0	0	0	0	545	604	
3	0	0	0	0	544	604	
4	0	0	0	0	544	604	
5	0	0	0	0	542	604	
6	0	0	0	0	541	604	
7	0	0	0	0	540	604	
8	0	0	0	0	539	604	
9	0	0	0	0	537	604	
10	0	0	0	0	535	604	
11	0	0	0	0	533	604	
12	0	0	0	0	531	604	
13	0	0	0	0	528	604	
14	0	0	0	0	528	604	
15	0	0	0	0	527	604	
0	0	0	0	0	524	604	
1	0	0	0	0	522	604	
2	0	0	0	0	519	604	
3	0	0	0	0	516	604	
4	0	0	0	0	514	604	
5	0	0	0	0	511	604	
6	0	0	0	0	509	604	
7	0	0	0	0	507	604	
8	0	0	0	0	504	604	
9	0	0	0	0	503	604	
10	0	0	0	0	501	604	
11	0	0	0	0	499	604	
12	0	0	0	0	496	604	
13	0	0	0	0	495	604	
14	0	0	0	0	493	604	
15	0	0	0	0	490	604	
0	0	0	0	0	488	604	
1	0	0	0	0	486	604	
2	0	0	0	0	486	604	
3	0	0	0	0	485	604	
4	0	0	0	0	483	604	
5	0	0	0	0	482	604	
6	0	0	0	0	480	604	
7	0	0	0	0	479	604	
8	0	0	0	0	479	605	
